Customer Number,CountryID,CustType,item_name,ItemId,brandId,Unit,FF Target,MM,FF Target Value,year,Trans_Name,Status,SAP Code,Divested
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,646,3,37816.194,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,578,4,33835.542,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,680,5,39806.52,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,646,6,37816.194,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,340,7,2611.472,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,408,8,3133.7664,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,646,9,4961.7968,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,714,10,5484.0912,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,646,11,4961.7968,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 2 mg.,78,34,MB & RP,510,12,3917.208,2019,DPO,Registered,88847,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,97.5,1,9360.39,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,120,2,11520.48,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,142.5,3,13680.57,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,127.5,4,12240.51,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,150,5,14400.6,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,142.5,6,13680.57,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,75,7,934.02,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,90,8,1120.824,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,142.5,9,1774.638,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,157.5,10,1961.442,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,142.5,11,1774.638,2019,DPO,Registered,88851,No
59051,1,Private        ,Risperdal 4 mg.,81,34,MB & RP,112.5,12,1401.03,2019,DPO,Registered,88851,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1050,1,22319.85,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1200,2,25508.4,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1350,3,28696.95,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1200,4,25508.4,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1650,5,35074.05,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1350,6,28696.95,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,900,7,6243.12,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,900,8,6243.12,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1500,9,10405.2,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1500,10,10405.2,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1350,11,9364.68,2019,DPO,Registered,63068,No
59051,1,Private        ,Sporanox 15 Cap.,89,38,MB & RP,1050,12,7283.64,2019,DPO,Registered,63068,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,9.1,1,1810.271493,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,11.2,2,2228.026453,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,13.3,3,2645.781413,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,11.9,4,2367.278107,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,14,5,2785.033067,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,13.3,6,2645.781413,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,7,7,1392.516533,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,8.4,8,1671.01984,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,13.3,9,2645.781413,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,14.7,10,2924.28472,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,13.3,11,2645.781413,2019,DPO,Registered,378389,No
59051,1,Private        ,Eprex 40000 IU,25,9,MB & RP,10.5,12,2088.7748,2019,DPO,Registered,378389,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,17150,1,40702.66667,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,19600,2,46517.33333,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,22050,3,52332,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,19600,4,46517.33333,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,26950,5,63961.33333,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,22050,6,52332,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,14700,7,34888,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,14700,8,34888,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,24500,9,58146.66667,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,24500,10,58146.66667,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,22050,11,52332,2019,DPO,Registered,27490,No
59051,1,Private        ,Vermox Susp.,110,47,MB & RP,17150,12,40702.66667,2019,DPO,Registered,27490,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,70,1,312.574353,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,80,2,357.227832,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,90,3,401.881311,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,80,4,357.227832,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,110,5,491.188269,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,90,6,401.881311,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,60,7,63,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,60,8,63,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,100,9,105,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,100,10,105,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,90,11,94.5,2019,DPO,Registered,412129,No
59051,1,Private        ,Haldol 5 mg. / 5 Amp.,38,15,MB & RP,70,12,73.5,2019,DPO,Registered,412129,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,700,1,2688,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,800,2,3072,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,900,3,3456,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,800,4,3072,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,1100,5,4224,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,900,6,3456,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,600,7,2304,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,600,8,2304,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,1000,9,3840,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,1000,10,3840,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,900,11,3456,2019,DPO,Registered,191386,No
59051,1,Private        ,Gyno Pevaryl Supp.,32,13,MB & RP,700,12,2688,2019,DPO,Registered,191386,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,490,1,1871.146667,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,560,2,2138.453333,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,630,3,2405.76,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,560,4,2138.453333,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,770,5,2940.373333,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,630,6,2405.76,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,420,7,525,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,420,8,525,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,700,9,875,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,700,10,875,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,630,11,787.5,2019,DPO,Registered,52049,No
59051,1,Private        ,Haldol 5 mg. 25 Tab.,40,15,MB & RP,490,12,612.5,2019,DPO,Registered,52049,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1300,1,5954,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1600,2,7328,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1900,3,8702,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1700,4,7786,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,2000,5,9160,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1900,6,8702,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1000,7,1497.333333,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1200,8,1796.8,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1900,9,2844.933333,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,2100,10,3144.4,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1900,11,2844.933333,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 1 mg.,75,34,MB & RP,1500,12,2246,2019,DPO,Registered,88845,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1300,1,27654.9,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1600,2,34036.8,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1900,3,40418.7,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1700,4,36164.1,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,2000,5,42546,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1900,6,40418.7,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1000,7,2559.466667,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1200,8,3071.36,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1900,9,4862.986667,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,2100,10,5374.88,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1900,11,4862.986667,2019,DPO,Registered,88846,No
59051,1,Private        ,Risperdal 2 mg. 20 Tab.,79,34,MB & RP,1500,12,3839.2,2019,DPO,Registered,88846,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,7,1,29.54,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,8,2,33.76,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,9,3,37.98,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,8,4,33.76,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,11,5,46.42,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,9,6,37.98,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,6,7,25.32,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,6,8,25.32,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,10,9,42.2,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,10,10,42.2,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,9,11,37.98,2019,DPO,Registered,412127,No
59051,1,Private        ,Haldol Decanoace 50 mg.5 Amp.,43,15,MB & RP,7,12,29.54,2019,DPO,Registered,412127,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,1750,1,58660,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,2500,2,83800,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,3750,3,125700,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,4250,4,142460,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,4750,5,159220,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,4500,6,150840,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,3000,7,100560,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,3000,8,100560,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,5250,9,175980,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,5500,10,184360,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,6500,11,217880,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 100 mg 30 Tab,54,20,MB & RP,5250,12,175980,2019,DPO,Registered,414921,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,230.3,6,7719.656,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,164.5,7,5514.04,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,164.5,8,5514.04,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,493.5,9,16542.12,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,756.7,10,25364.584,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,690.9,11,23158.968,2019,DPO,Registered,414922,No
54847,1,Private        ,Invokana 300 mg 30 Tab,55,20,MB & RP,789.6,12,26467.392,2019,DPO,Registered,414922,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,910,1,108618.0853,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1120,2,133683.7973,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1330,3,158749.5093,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1190,4,142039.0347,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1400,5,167104.7467,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1330,6,158749.5093,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,700,7,83552.37333,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,840,8,100262.848,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1330,9,158749.5093,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1470,10,175459.984,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1330,11,158749.5093,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 4000 IU,24,9,MB & RP,1050,12,125328.56,2019,DPO,Registered,378387,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,455,1,27156.584,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,560,2,33423.488,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,665,3,39690.392,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,595,4,35512.456,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,700,5,41779.36,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,665,6,39690.392,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,350,7,20889.68,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,420,8,25067.616,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,665,9,39690.392,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,735,10,43868.328,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,665,11,39690.392,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 2000 IU,22,9,MB & RP,525,12,31334.52,2019,DPO,Registered,378386,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,84.5,1,25214.95773,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,104,2,31033.79413,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,123.5,3,36852.63053,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,110.5,4,32973.40627,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,130,5,38792.24267,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,123.5,6,36852.63053,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,65,7,19396.12133,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,78,8,23275.3456,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,123.5,9,36852.63053,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,136.5,10,37579.815,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,123.5,11,34000.785,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 10000 IU,21,9,MB & RP,97.5,12,26842.725,2019,DPO,Registered,378388,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,6.5,1,216.84,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,8,2,266.88,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,9.5,3,316.92,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,8.5,4,283.56,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,10,5,333.6,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,9.5,6,316.92,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,5,7,166.8,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,6,8,200.16,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,9.5,9,316.92,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,10.5,10,350.28,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,9.5,11,316.92,2019,DPO,Registered,378385,No
59051,1,Private        ,Eprex 1000 IU,20,9,MB & RP,7.5,12,250.2,2019,DPO,Registered,378385,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,455,1,19331.13,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,560,2,23792.16,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,665,3,28253.19,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,595,4,25279.17,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,700,5,29740.2,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,665,6,28253.19,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,350,7,9041.853333,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,420,8,10850.224,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,665,9,17179.52133,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,735,10,18987.892,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,665,11,17179.52133,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 100 mg 60Tab.,99,42,MB & RP,525,12,13562.78,2019,DPO,Registered,140301,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,32.5,1,382.8175,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,40,2,471.16,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,47.5,3,559.5025,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,42.5,4,500.6075,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,50,5,588.95,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,47.5,6,559.5025,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,25,7,180.1666667,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,30,8,216.2,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,47.5,9,342.3166667,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,52.5,10,378.35,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,47.5,11,342.3166667,2019,DPO,Registered,387648,No
59051,1,Private        ,Topamax 15 mg Sprinkle,100,42,MB & RP,37.5,12,270.25,2019,DPO,Registered,387648,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,6175,1,74464.325,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,7600,2,91648.4,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9025,3,108832.475,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,8075,4,97376.425,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9500,5,114560.5,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9025,6,108832.475,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,4750,7,18091.8,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,5700,8,21710.16,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9025,9,34374.42,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9975,10,37992.78,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,9025,11,34374.42,2019,DPO,Registered,377359,No
54845,1,Private        ,Pariet 20 mg.  ,65,26,MB & RP,7125,12,27137.7,2019,DPO,Registered,377359,No
